,age,class_of_worker,education,marital_stat,major_occupation_code,race,sex,dividends_from_stocks,tax_filer_stat,region_of_previous_residence,detailed_household_summary_in_household,num_persons_worked_for_employer,country_of_birth_self,citizenship,own_business_or_self_employed,weeks_worked_in_year,target
8521,15, Not in universe, 7th and 8th grade, Never married, Not in universe, Black, Male,0, Nonfiler, South, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8522,11, Not in universe, Children, Never married, Not in universe, Black, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8523,46, Not in universe, High school graduate, Married-civilian spouse present, Not in universe, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,4, United-States, Native- Born in the United States,0,25, - 50000.
8524,55, Not in universe, High school graduate, Married-civilian spouse present, Not in universe, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8525,32, Federal government, Some college but no degree, Married-A F spouse present, Other service, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8526,52, Not in universe, High school graduate, Married-civilian spouse present, Not in universe, Black, Female,0, Joint both under 65, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8527,23, Private, 10th grade, Never married, Handlers equip cleaners etc , Black, Male,0, Single, Not in universe, Child 18 or older,4, United-States, Native- Born in the United States,0,26, - 50000.
8528,49, Private, High school graduate, Divorced, Other service, White, Female,0, Nonfiler, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8529,53, Not in universe, High school graduate, Married-civilian spouse present, Not in universe, Black, Female,0, Joint both under 65, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8530,45, Private, High school graduate, Divorced, Sales, White, Female,0, Head of household, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8531,26, Private, High school graduate, Never married, Adm support including clerical, White, Male,0, Single, Not in universe, Child 18 or older,3, Mexico, Foreign born- Not a citizen of U S ,0,52, - 50000.
8532,20, Private, Some college but no degree, Never married, Technicians and related support, White, Male,0, Single, Not in universe, Child 18 or older,4, United-States, Native- Born in the United States,2,48, - 50000.
8533,14, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8534,33, Self-employed-not incorporated, Bachelors degree(BA AB BS), Married-civilian spouse present, Other service, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,1, United-States, Native- Born in the United States,0,46, - 50000.
8535,14, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8536,76, Not in universe, High school graduate, Married-civilian spouse present, Not in universe, White, Female,0, Nonfiler, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8537,60, Not in universe, Masters degree(MA MS MEng MEd MSW MBA), Married-civilian spouse present, Not in universe, White, Female,2, Joint both under 65, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8538,37, State government, High school graduate, Married-civilian spouse present, Sales, White, Female,650, Joint both under 65, Not in universe, Spouse of householder,5, United-States, Native- Born in the United States,0,52, - 50000.
8539,70, Not in universe, High school graduate, Divorced, Not in universe, White, Male,0, Single, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8540,18, Private, 10th grade, Never married, Other service, Asian or Pacific Islander, Male,0, Nonfiler, Not in universe, Child 18 or older,0, South Korea, Foreign born- U S citizen by naturalization,0,0, - 50000.
8541,33, Private, Some college but no degree, Married-civilian spouse present, Machine operators assmblrs & inspctrs, White, Male,0, Joint both under 65, Not in universe, Spouse of householder,2, United-States, Native- Born in the United States,0,52, - 50000.
8542,25, Private, Some college but no degree, Never married, Adm support including clerical, White, Male,0, Single, Not in universe, Nonrelative of householder,3, United-States, Native- Born in the United States,2,52, - 50000.
8543,79, Not in universe, 7th and 8th grade, Widowed, Not in universe, White, Male,0, Single, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
8544,17, Private, High school graduate, Never married, Other service, White, Female,0, Nonfiler, Not in universe, Nonrelative of householder,0, ?, Foreign born- Not a citizen of U S ,0,0, - 50000.
8545,58, Private, High school graduate, Married-civilian spouse present, Sales, Black, Female,650, Joint both under 65, Not in universe, Spouse of householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8546,47, Private, Prof school degree (MD DDS DVM LLB JD), Married-civilian spouse present, Executive admin and managerial, White, Male,2000, Joint both under 65, Not in universe, Householder,1, United-States, Native- Born in the United States,1,52, 50000+.
8547,19, Private, 10th grade, Never married, Other service, Black, Female,0, Single, Not in universe, Other relative of householder,6, United-States, Native- Born in the United States,0,26, - 50000.
8548,41, Not in universe, Some college but no degree, Married-civilian spouse present, Not in universe, White, Female,0, Joint both under 65, Not in universe, Child 18 or older,6, United-States, Native- Born in the United States,2,52, - 50000.
8549,35, State government, Some college but no degree, Married-civilian spouse present, Technicians and related support, White, Male,0, Joint both under 65, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8550,32, Private, 5th or 6th grade, Married-spouse absent, Farming forestry and fishing, White, Male,0, Single, Not in universe, Other relative of householder,1, Honduras, Foreign born- Not a citizen of U S ,2,52, - 50000.
8551,52, Private, Bachelors degree(BA AB BS), Married-civilian spouse present, Executive admin and managerial, White, Male,0, Joint both under 65, South, Householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8552,50, Private, Some college but no degree, Married-civilian spouse present, Transportation and material moving, White, Male,150, Joint both under 65, Not in universe, Householder,6, United-States, Native- Born in the United States,0,40, - 50000.
8553,13, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8554,1, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8555,59, Private, High school graduate, Widowed, Adm support including clerical, White, Female,0, Single, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, - 50000.
8556,8, Not in universe, Children, Never married, Not in universe, Black, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
8557,37, Not in universe, 11th grade, Married-civilian spouse present, Not in universe, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,3, United-States, Native- Born in the United States,0,24, - 50000.
8558,52, Private, High school graduate, Married-civilian spouse present, Precision production craft & repair, White, Male,0, Joint both under 65, Not in universe, Householder,3, United-States, Native- Born in the United States,0,52, - 50000.
8559,6, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
